SEDOL,Ticker,Holdings name,Shares,Market value*,% of fund*,Sector,Market,Security depository receipt type
BNKGXX2,VERV,Verve Therapeutics Inc.,1246541,"$16,042,982.67 ",0.001166927,Biotechnology,US,---
BJHVCH9,CCO,Clear Channel Outdoor Holdings Inc.,11059231,"$16,035,884.95 ",0.001166411,Advertising,US,---
BJMXTM4,SCPL,Sciplay Corp. Class A,705371,"$16,011,921.70 ",0.001164668,Interactive Home Entertainment,US,---
BMH5RL1,TARS,Tarsus Pharmaceuticals Inc.,911649,"$15,962,973.99 ",0.001161108,Pharmaceuticals,US,---
B016HX8,FMBH,First Mid Bancshares Inc.,570379,"$15,953,500.63 ",0.001160419,Regional Banks,US,---
BJLKVS6,PHAT,Phathom Pharmaceuticals Inc.,1108452,"$15,950,624.28 ",0.001160209,Pharmaceuticals,US,---
BQS2V17,VVX,V2X Inc.,316924,"$15,944,446.44 ",0.00115976,Aerospace & Defense,US,---
BMFJJ97,SANA,Sana Biotechnology Inc.,2968610,"$15,882,063.50 ",0.001155222,Biotechnology,US,---
BNDYF15,VMEO,Vimeo Inc.,3982389,"$15,849,908.22 ",0.001152884,Interactive Media & Services,US,---
B77PWP5,ACRE,Ares Commercial Real Estate Corp.,1521592,"$15,748,477.20 ",0.001145506,Mortgage REITs,US,---
BN0ZBP7,TRST,TrustCo Bank Corp. NY,550930,"$15,684,977.10 ",0.001140887,Regional Banks,US,---
BNTC8Y7,CBL,CBL & Associates Properties Inc.,732574,"$15,669,757.86 ",0.00113978,Retail REITs,US,---
BNNLSZ1,ALHC,Alignment Healthcare Inc.,2680972,"$15,656,876.48 ",0.001138843,Managed Health Care,US,---
2086558,CASS,Cass Information Systems Inc.,408138,"$15,648,010.92 ",0.001138198,Transaction & Payment Processing Service,US,---
2690506,PBI,Pitney Bowes Inc.,4751486,"$15,632,388.94 ",0.001137062,Office Services & Supplies,US,---
2918479,GOOD,Gladstone Commercial Corp.,1186750,"$15,605,762.50 ",0.001135125,Diversified REITs,US,---
2597072,MITK,Mitek Systems Inc.,1391563,"$15,543,758.71 ",0.001130615,Application Software,US,---
BF5HDJ0,BFST,Business First Bancshares Inc.,759255,"$15,526,764.75 ",0.001129379,Regional Banks,US,---
2502678,SRDX,Surmodics Inc.,421394,"$15,515,727.08 ",0.001128576,Health Care Equipment,US,---
BJH08B2,BLFS,BioLife Solutions Inc.,1173331,"$15,499,702.51 ",0.00112741,Life Sciences Tools & Services,US,---
2111977,SRI,Stoneridge Inc.,753568,"$15,485,822.40 ",0.001126401,Automotive Parts & Equipment,US,---
2942025,WASH,Washington Trust Bancorp Inc.,552876,"$15,480,528 ",0.001126016,Regional Banks,US,---
BP3YM74,CDNA,CareDx Inc.,1662508,"$15,477,949.48 ",0.001125828,Biotechnology,US,---
2028174,UHAL,U-Haul Holding Co.,271612,"$15,473,735.64 ",0.001125522,Cargo Ground Transportation,US,---
BM8BPB4,STGW,Stagwell Inc. Class A,2835195,"$15,451,812.75 ",0.001123927,Advertising,US,---
B6452T5,WSR,Whitestone REIT,1541690,"$15,416,900 ",0.001121388,Retail REITs,US,---
BM9XCN0,FG,F&G Annuities & Life Inc.,544128,"$15,404,263.68 ",0.001120468,Life & Health Insurance,US,---
BD0MGM0,KNSA,Kiniksa Pharmaceuticals Ltd. Class A,893713,"$15,398,674.99 ",0.001120062,Biotechnology,BM,---
2413071,HSII,Heidrick & Struggles International Inc.,580522,"$15,378,027.78 ",0.00111856,Human Resource & Employment Services,US,---
BF16ZX9,FOR,Forestar Group Inc.,538939,"$15,365,150.89 ",0.001117624,Real Estate Development,US,---
2387002,GSBC,Great Southern Bancorp Inc.,302904,"$15,287,564.88 ",0.00111198,Regional Banks,US,---
2659013,ZEUS,Olympic Steel Inc.,285467,"$15,278,193.84 ",0.001111298,Steel,US,---
2690636,UVSP,Univest Financial Corp.,848090,"$15,257,139.10 ",0.001109767,Regional Banks,US,---
BMTVQT8,GDRX,GoodRx Holdings Inc. Class A,2333432,"$15,237,310.96 ",0.001108325,Health Care Technology,US,---
BJ5KPZ7,HOV,Hovnanian Enterprises Inc. Class A,128184,"$15,233,386.56 ",0.001108039,Homebuilding,US,---
BRWZXQ8,NEWT,NewtekOne Inc.,847975,"$15,187,232.25 ",0.001104682,Diversified Financial Services,US,---
2577870,HSTM,HealthStream Inc.,721873,"$15,180,989.19 ",0.001104228,Health Care Technology,US,---
BMYGGG5,SHYF,Shyft Group Inc.,964741,"$15,127,138.88 ",0.001100311,Construction Machinery & Heavy Transportation Equipment,US,---
BHNDW86,HROW,Harrow Health Inc.,992128,"$15,050,581.76 ",0.001094743,Pharmaceuticals,US,---
2986937,CEVA,CEVA Inc.,645647,"$14,991,923.34 ",0.001090476,Semiconductors,US,---
BFMB9P3,CLBK,Columbia Financial Inc.,872234,"$14,967,535.44 ",0.001088702,Regional Banks,US,---
2757304,IDT,IDT Corp. Class B,640184,"$14,967,501.92 ",0.001088699,Integrated Telecommunication Services,US,---
BPG5F19,BOWL,Bowlero Corp.,1359327,"$14,952,597 ",0.001087615,Leisure Facilities,US,---
B3PGPB9,QNST,QuinStreet Inc.,1509277,"$14,941,842.30 ",0.001086833,Interactive Media & Services,US,---
BD1XH30,SD,SandRidge Energy Inc.,933349,"$14,924,250.51 ",0.001085553,Oil & Gas Exploration & Production,US,---
2352839,FC,Franklin Covey Co.,349702,"$14,921,784.34 ",0.001085374,Research & Consulting Services,US,---
BYYTSK6,HT,Hersha Hospitality Trust Class A,1515736,"$14,884,527.52 ",0.001082664,Hotel & Resort REITs,US,---
BNR4QY1,CRGY,Crescent Energy Co. Class A,1091086,"$14,871,502.18 ",0.001081717,Oil & Gas Exploration & Production,US,---
2620257,MBWM,Mercantile Bank Corp.,445144,"$14,858,906.72 ",0.001080801,Regional Banks,US,---
2503916,HTBK,Heritage Commerce Corp.,1711952,"$14,842,623.84 ",0.001079616,Regional Banks,US,---
BKDV6G7,KRUS,Kura Sushi USA Inc. Class A,169216,"$14,784,401.92 ",0.001075381,Restaurants,US,---
BL55460,VERA,Vera Therapeutics Inc. Class A,835574,"$14,781,304.06 ",0.001075156,Biotechnology,US,---
2801137,DHIL,Diamond Hill Investment Group Inc.,87521,"$14,770,043.96 ",0.001074337,Asset Management & Custody Banks,US,---
BN6MB18,LYEL,Lyell Immunopharma Inc.,6174266,"$14,756,495.74 ",0.001073351,Biotechnology,US,---
BYX38K9,NEXT,NextDecade Corp.,2424790,"$14,718,475.30 ",0.001070586,Oil & Gas Storage & Transportation,US,---
2636878,NR,Newpark Resources Inc.,2449089,"$14,645,552.22 ",0.001065282,Oil & Gas Equipment & Services,US,---
BMYR6Y6,TWKS,Thoughtworks Holding Inc.,2936882,"$14,596,303.54 ",0.001061699,IT Consulting & Other Services,US,---
BRK0149,CHRS,Coherus Biosciences Inc.,2731727,"$14,560,104.91 ",0.001059066,Biotechnology,US,---
2896809,TR,Tootsie Roll Industries Inc.,452012,"$14,532,185.80 ",0.001057036,Packaged Foods & Meats,US,---
B0ZN8Z4,LQDT,Liquidity Services Inc.,795167,"$14,511,797.75 ",0.001055553,Diversified Support Services,US,---
2724472,OIS,Oil States International Inc.,1847876,"$14,487,347.84 ",0.001053774,Oil & Gas Equipment & Services,US,---
BFZP4R9,LASR,nLight Inc.,1264578,"$14,428,834.98 ",0.001049518,Electronic Equipment & Instruments,US,---
B5LYMC1,CLDT,Chatham Lodging Trust,1474768,"$14,423,231.04 ",0.001049111,Hotel & Resort REITs,US,---
BLKFX02,BALY,Bally's Corp.,868349,"$14,414,593.40 ",0.001048482,Casinos & Gaming,US,---
B0G7SZ5,ACCO,ACCO Brands Corp.,2700003,"$14,391,015.99 ",0.001046767,Office Services & Supplies,US,---
2002059,CLFD,Clearfield Inc.,406637,"$14,293,290.55 ",0.001039659,Communications Equipment,US,---
BMV7CG3,MLNK,MeridianLink Inc.,805728,"$14,269,442.88 ",0.001037924,Application Software,US,---
B7N96Q0,MVIS,MicroVision Inc.,5662357,"$14,269,139.64 ",0.001037902,Electronic Equipment & Instruments,US,---
BMNQC35,GPRO,GoPro Inc. Class A,3924228,"$14,264,568.78 ",0.00103757,Consumer Electronics,US,---
2519849,TBI,TrueBlue Inc.,942024,"$14,252,823.12 ",0.001036716,Human Resource & Employment Services,US,---
BQV3RS6,XPER,Xperi Inc.,1204322,"$14,210,999.60 ",0.001033673,Systems Software,US,---
BPK4YF9,FNA,Paragon 28 Inc.,990890,"$14,199,453.70 ",0.001032834,Health Care Equipment,US,---
BW0FQV1,BLBD,Blue Bird Corp.,649098,"$14,182,791.30 ",0.001031622,Construction Machinery & Heavy Transportation Equipment,US,---
2060518,ATRO,Astronics Corp.,808671,"$14,176,002.63 ",0.001031128,Aerospace & Defense,US,---
BYQ7X92,TPB,Turning Point Brands Inc.,575320,"$14,164,378.40 ",0.001030282,Tobacco,US,---
BMDTR28,FWRG,First Watch Restaurant Group Inc.,740198,"$14,152,585.76 ",0.001029424,Restaurants,US,---
B4WXG84,UFCS,United Fire Group Inc.,714514,"$14,125,941.78 ",0.001027486,Property & Casualty Insurance,US,---
BFNSSD4,OSPN,OneSpan Inc.,1153080,"$14,125,230 ",0.001027435,Systems Software,US,---
2318790,OSUR,OraSure Technologies Inc.,2157546,"$13,937,747.16 ",0.001013798,Health Care Supplies,US,---
BKVKB49,CDRE,Cadre Holdings Inc.,527200,"$13,928,624 ",0.001013134,Aerospace & Defense,US,---
BY3H7G0,KRNY,Kearny Financial Corp./MD,1871083,"$13,864,725.03 ",0.001008486,Regional Banks,US,---
2730532,HDSN,Hudson Technologies Inc.,1149613,"$13,864,332.78 ",0.001008458,Trading Companies & Distributors,US,---
2933353,EGY,VAALCO Energy Inc.,3343681,"$13,842,839.34 ",0.001006894,Oil & Gas Exploration & Production,US,---
BPCQZY9,ZYME,Zymeworks Inc.,1911300,"$13,837,812 ",0.001006529,Biotechnology,US,---
BDRW1P1,REVG,REV Group Inc.,1017861,"$13,822,552.38 ",0.001005419,Construction Machinery & Heavy Transportation Equipment,US,---
BPNXP05,AMPS,Altus Power Inc. Class A,2139508,"$13,821,221.68 ",0.001005322,Renewable Electricity,US,---
BK1KX10,HONE,HarborOne Bancorp Inc.,1385460,"$13,813,036.20 ",0.001004726,Regional Banks,US,---
BYV2W40,ACRS,Aclaris Therapeutics Inc.,1838428,"$13,751,441.44 ",0.001000246,Pharmaceuticals,US,---
BF2F1Q0,TRTX,TPG RE Finance Trust Inc.,1817114,"$13,664,697.28 ",0.000993937,Mortgage REITs,US,---
2326287,EZPW,EZCORP Inc. Class A,1624375,"$13,660,993.75 ",0.000993667,Consumer Finance,US,---
BMGSDK2,DH,Definitive Healthcare Corp. Class A,1450631,"$13,635,931.40 ",0.000991844,Health Care Technology,US,---
B6VRG58,MSBI,Midland States Bancorp Inc.,614037,"$13,631,621.40 ",0.000991531,Regional Banks,US,---
2230946,CPF,Central Pacific Financial Corp.,801026,"$13,593,411.22 ",0.000988751,Regional Banks,US,---
BF7J9X0,CCB,Coastal Financial Corp./WA,308378,"$13,584,050.90 ",0.000988071,Regional Banks,US,---
2425292,YORW,York Water Co.,332442,"$13,543,687.08 ",0.000985135,Water Utilities,US,---
2626802,NPK,National Presto Industries Inc.,180729,"$13,527,565.65 ",0.000983962,Aerospace & Defense,US,---
2414245,HVT,Haverty Furniture Cos. Inc.,432133,"$13,525,762.90 ",0.000983831,Homefurnishing Retail,US,---
BKPH157,GCI,Gannett Co. Inc.,4639277,"$13,500,296.07 ",0.000981979,Publishing,US,---
B8NB2R6,NFBK,Northfield Bancorp Inc.,1279932,"$13,490,483.28 ",0.000981265,Regional Banks,US,---
BY7RB53,VYGR,Voyager Therapeutics Inc.,1344790,"$13,474,795.80 ",0.000980124,Biotechnology,US,---
BNQS7K7,CLOV,Clover Health Investments Corp. Class A,10280134,"$13,466,975.54 ",0.000979555,Managed Health Care,US,---
2307732,PGC,Peapack-Gladstone Financial Corp.,493833,"$13,466,825.91 ",0.000979544,Regional Banks,US,---
2600248,CYH,Community Health Systems Inc.,3983855,"$13,465,429.90 ",0.000979442,Health Care Facilities,US,---
BLFB3Y9,PWP,Perella Weinberg Partners Class A,1278425,"$13,461,815.25 ",0.00097918,Investment Banking & Brokerage,US,---
BT8RWQ5,JRVR,James River Group Holdings Ltd.,921185,"$13,412,453.60 ",0.000975589,Property & Casualty Insurance,BM,---
BMVLGP2,NRIX,Nurix Therapeutics Inc.,1571546,"$13,358,141 ",0.000971639,Biotechnology,US,---
BMX0JN6,RCEL,Avita Medical Inc.,816217,"$13,304,337.10 ",0.000967725,Biotechnology,US,---
BZB1XF2,TCMD,Tactile Systems Technology Inc.,702000,"$13,302,900 ",0.00096762,Health Care Equipment,US,---
2408044,HA,Hawaiian Holdings Inc.,1548316,"$13,284,551.28 ",0.000966286,Passenger Airlines,US,---
BKY4308,EGLE,Eagle Bulk Shipping Inc.,302417,"$13,233,767.92 ",0.000962592,Marine Transportation,MH,---
BMGS8C9,DM,Desktop Metal Inc. Class A,7350559,"$13,231,006.20 ",0.000962391,Industrial Machinery & Supplies & Components,US,---
2116659,CAC,Camden National Corp.,403181,"$13,220,304.99 ",0.000961613,Regional Banks,US,---
2367101,GCO,Genesco Inc.,385373,"$13,210,586.44 ",0.000960906,Apparel Retail,US,---
2414717,ALNT,Allient Inc.,388182,"$13,209,833.46 ",0.000960851,Electrical Components & Equipment,US,---
BNBV530,IVR,Invesco Mortgage Capital Inc.,1172042,"$13,185,472.50 ",0.000959079,Mortgage REITs,US,---
BKX9VD3,ARQT,Arcutis Biotherapeutics Inc.,1539117,"$13,144,059.18 ",0.000956067,Biotechnology,US,---
2570501,SMBC,Southern Missouri Bancorp Inc.,310151,"$13,119,387.30 ",0.000954272,Regional Banks,US,---
BLDBS68,SOUN,SoundHound AI Inc. Class A,5205601,"$13,118,114.52 ",0.00095418,Application Software,US,---
2648710,FCBC,First Community Bankshares Inc.,423255,"$13,091,277.15 ",0.000952227,Regional Banks,US,---
BN7KCQ3,EOSE,Eos Energy Enterprises Inc.,4013883,"$13,045,119.75 ",0.00094887,Electrical Components & Equipment,US,---
BK0XBX8,CFB,CrossFirst Bankshares Inc.,1202409,"$12,925,896.75 ",0.000940198,Regional Banks,US,---
B58J3K4,AGEN,Agenus Inc.,9346776,"$12,898,550.88 ",0.000938209,Biotechnology,US,---
2072126,NVEC,NVE Corp.,145801,"$12,896,098.45 ",0.000938031,Semiconductors,US,---
BLNPMM4,AVO,Mission Produce Inc.,1350087,"$12,852,828.24 ",0.000934883,Packaged Foods & Meats,US,---
2418258,ARTNA,Artesian Resources Corp. Class A,278092,"$12,836,726.72 ",0.000933712,Water Utilities,US,---
BYN8NH6,BOOM,DMC Global Inc,534243,"$12,832,516.86 ",0.000933406,Oil & Gas Equipment & Services,US,---
2643168,MOV,Movado Group Inc.,468835,"$12,822,637.25 ",0.000932687,"Apparel, Accessories & Luxury Goods",US,---
BNRQM83,WOOF,Petco Health & Wellness Co. Inc. Class A,2517985,"$12,816,543.65 ",0.000932244,Other Specialty Retail,US,---
BNLYJ71,BASE,Couchbase Inc.,747916,"$12,789,363.60 ",0.000930267,Application Software,US,---
BP2Q7L0,EVGO,EVgo Inc. Class A,3179153,"$12,780,195.06 ",0.0009296,Automotive Retail,US,---
2008400,EBIX,Ebix Inc.,765121,"$12,777,520.70 ",0.000929406,Application Software,US,---
BBFL7S1,BLUE,Bluebird Bio Inc.,3387541,"$12,771,029.57 ",0.000928933,Biotechnology,US,---
2981181,WRLD,World Acceptance Corp.,94353,"$12,719,727.93 ",0.000925202,Consumer Finance,US,---
BNDL420,MODV,ModivCare Inc.,396009,"$12,711,888.90 ",0.000924632,Health Care Services,US,---
BYZ1PQ6,MBIN,Merchants Bancorp/IN,434604,"$12,677,398.68 ",0.000922123,Commercial & Residential Mortgage Financ,US,---
BYQN8D9,WOW,WideOpenWest Inc.,1564532,"$12,672,709.20 ",0.000921782,Cable & Satellite,US,---
BMFPJH3,SEMR,SEMrush Holdings Inc. Class A,1339751,"$12,660,646.95 ",0.000920905,Application Software,US,---
BLD36T3,ALDX,Aldeyra Therapeutics Inc.,1696710,"$12,657,456.60 ",0.000920672,Biotechnology,US,---
2949316,HBNC,Horizon Bancorp Inc./IN,1130130,"$12,646,154.70 ",0.00091985,Regional Banks,US,---
BMHT0H0,STER,Sterling Check Corp.,905375,"$12,620,927.50 ",0.000918015,Human Resource & Employment Services,US,---
2801193,MLR,Miller Industries Inc./TN,314326,"$12,573,040 ",0.000914532,Construction Machinery & Heavy Transportation Equipment,US,---
BNKF6N0,BMEA,Biomea Fusion Inc.,745055,"$12,569,077.85 ",0.000914244,Biotechnology,US,---
BD06CS0,KALV,KalVista Pharmaceuticals Inc.,1153121,"$12,511,362.85 ",0.000910046,Biotechnology,US,---
BN65SM7,ASPN,Aspen Aerogels Inc.,2047939,"$12,471,948.51 ",0.000907179,Specialty Chemicals,US,---
B603LG3,VPG,Vishay Precision Group Inc.,346096,"$12,466,377.92 ",0.000906774,Electronic Equipment & Instruments,US,---
2177786,CSV,Carriage Services Inc. Class A,402181,"$12,395,218.42 ",0.000901598,Specialized Consumer Services,US,---
BDBRDR8,MCB,Metropolitan Bank Holding Corp.,311071,"$12,383,736.51 ",0.000900763,Regional Banks,US,---
BLR7B41,AMAL,Amalgamated Bank Class A,689657,"$12,358,653.44 ",0.000898938,Regional Banks,US,---
B84T2F7,HTBI,HomeTrust Bancshares Inc.,539258,"$12,322,045.30 ",0.000896275,Regional Banks,US,---
BMMVY68,FFWM,First Foundation Inc.,1567086,"$12,317,295.96 ",0.00089593,Regional Banks,US,---
B7LG306,HY,Hyster-Yale Materials Handling Inc.,269570,"$12,311,261.90 ",0.000895491,Industrial Machinery & Supplies & Components,US,---
2025711,AVD,American Vanguard Corp.,890572,"$12,307,705.04 ",0.000895232,Fertilizers & Agricultural Chemicals,US,---
BJVNMJ3,ATEX,Anterix Inc.,371637,"$12,297,468.33 ",0.000894488,Alternative Carriers,US,---
BL66YS4,CTOS,Custom Truck One Source Inc.,1831243,"$12,287,640.53 ",0.000893773,Trading Companies & Distributors,US,---
2499026,LYTS,LSI Industries Inc.,777330,"$12,242,947.50 ",0.000890522,Electrical Components & Equipment,US,---
B7N59F8,ICPT,Intercept Pharmaceuticals Inc.,1123441,"$12,166,866.03 ",0.000884988,Biotechnology,US,---
2186759,CCBG,Capital City Bank Group Inc.,397180,"$12,117,961.80 ",0.000881431,Regional Banks,US,---
BRJX4J5,SBGI,Sinclair Inc. Class A,954858,"$12,050,307.96 ",0.00087651,Broadcasting,US,---
BNXK803,SMR,NuScale Power Corp.,2004840,"$11,968,894.80 ",0.000870588,Heavy Electrical Equipment,US,---
2251583,DJCO,Daily Journal Corp.,40386,"$11,905,792.80 ",0.000865998,Publishing,US,---
BZB2L51,BOC,Boston Omaha Corp. Class A,670390,"$11,852,495.20 ",0.000862122,Advertising,US,---
2596950,AMNB,American National Bankshares Inc.,302173,"$11,845,181.60 ",0.00086159,Regional Banks,US,---
BJVR9Y9,IHRT,iHeartMedia Inc. Class A,3280407,"$11,842,269.27 ",0.000861378,Broadcasting,US,---
BNYJR68,CRBU,Caribou Biosciences Inc.,2009575,"$11,836,396.75 ",0.000860951,Biotechnology,US,---
2183062,CATC,Cambridge Bancorp,222214,"$11,824,006.94 ",0.000860049,Regional Banks,US,---
BN2QTD2,EE,Excelerate Energy Inc. Class A,635447,"$11,819,314.20 ",0.000859708,Oil & Gas Storage & Transportation,US,---
BN2RY85,ASLE,AerSale Corp.,797962,"$11,817,817.22 ",0.000859599,Aerospace & Defense,US,---
B01Z7M4,WTI,W&T Offshore Inc.,2896052,"$11,815,892.16 ",0.000859459,Oil & Gas Exploration & Production,US,---
2186254,CENX,Century Aluminum Co.,1585067,"$11,792,898.48 ",0.000857787,Aluminum,US,---
BYXGN81,SVRA,Savara Inc.,3255385,"$11,784,493.70 ",0.000857175,Biotechnology,US,---
2360111,FFIC,Flushing Financial Corp.,829310,"$11,709,857.20 ",0.000851746,Regional Banks,US,---
BMNDK09,TBPH,Theravance Biopharma Inc.,1226993,"$11,680,973.36 ",0.000849645,Pharmaceuticals,KY,---
BYVLR75,OPI,Office Properties Income Trust,1575871,"$11,661,445.40 ",0.000848225,Office REITs,US,---
BDC84D3,ATNI,ATN International Inc.,324753,"$11,648,890.11 ",0.000847312,Integrated Telecommunication Services,US,---
2724115,USLM,United States Lime & Minerals Inc.,53708,"$11,632,078.64 ",0.000846089,Construction Materials,US,---
2011970,CECO,CECO Environmental Corp.,843032,"$11,616,980.96 ",0.000844991,Environmental & Facilities Services,US,---
BMYSHK2,ORC,Orchid Island Capital Inc.,1210826,"$11,611,821.34 ",0.000844615,Mortgage REITs,US,---
BC30V41,TIPT,Tiptree Inc.,651681,"$11,482,619.22 ",0.000835218,Property & Casualty Insurance,US,---
BQWNDT8,AESI,Atlas Energy Solutions Inc. Class A,538222,"$11,458,746.38 ",0.000833481,Oil & Gas Equipment & Services,US,---
2492133,IBCP,Independent Bank Corp./MI,599260,"$11,439,873.40 ",0.000832108,Regional Banks,US,---
BDW0D09,AAOI,Applied Optoelectronics Inc.,828961,"$11,414,792.97 ",0.000830284,Communications Equipment,US,---
2805474,SCVL,Shoe Carnival Inc.,491916,"$11,378,017.08 ",0.000827609,Apparel Retail,US,---
B725NJ1,GNE,Genie Energy Ltd. Class B,742474,"$11,367,276.94 ",0.000826828,Electric Utilities,US,---
BDRW1L7,ANAB,AnaptysBio Inc.,574301,"$11,302,243.68 ",0.000822098,Biotechnology,US,---
BDTYR13,MCFT,MasterCraft Boat Holdings Inc.,519098,"$11,295,572.48 ",0.000821612,Leisure Products,US,---
2277114,RBCAA,Republic Bancorp Inc./KY Class A,253793,"$11,278,560.92 ",0.000820375,Regional Banks,US,---
BP857F5,LOCO,El Pollo Loco Holdings Inc.,1182928,"$11,249,645.28 ",0.000818272,Restaurants,US,---
BN4Q5D2,WEST,Westrock Coffee Co.,1118100,"$11,225,724 ",0.000816532,Packaged Foods & Meats,US,---
2014021,ALX,Alexander's Inc.,58505,"$11,218,333.75 ",0.000815994,Retail REITs,US,---
BZ1N455,RMR,RMR Group Inc. Class A,443704,"$11,216,837.12 ",0.000815885,Diversified Real Estate Activities,US,---
BMCNFN8,APLD,Applied Digital Corp.,1851300,"$11,181,852 ",0.000813341,Application Software,US,---
2362515,THFF,First Financial Corp./IN,303927,"$11,160,199.44 ",0.000811766,Regional Banks,US,---
BN7JWR1,CTO,CTO Realty Growth Inc.,633230,"$11,157,512.60 ",0.00081157,Diversified REITs,US,---
2564827,MCS,Marcus Corp.,734527,"$11,157,465.13 ",0.000811567,Movies & Entertainment,US,---
BJ4LDC4,ALEC,Alector Inc.,2043595,"$11,137,592.75 ",0.000810121,Biotechnology,US,---
BYZG9Q9,EQBK,Equity Bancshares Inc. Class A,443588,"$11,098,571.76 ",0.000807283,Regional Banks,US,---
BPSJQ05,FIP,FTAI Infrastructure Inc.,3188200,"$11,094,936 ",0.000807019,Rail Transportation,US,---
2254010,DAKT,Daktronics Inc.,1325348,"$11,079,909.28 ",0.000805926,Electronic Equipment & Instruments,US,---
BDRJH21,EOLS,Evolus Inc.,1116961,"$11,046,744.29 ",0.000803513,Pharmaceuticals,US,---
BP2P6L0,TNGX,Tango Therapeutics Inc.,1700696,"$11,037,517.04 ",0.000802842,Biotechnology,US,---
2398855,FORR,Forrester Research Inc.,359746,"$11,019,019.98 ",0.000801497,Research & Consulting Services,US,---
BNDQ9Y2,GCMG,GCM Grosvenor Inc. Class A,1437229,"$10,980,429.56 ",0.00079869,Asset Management & Custody Banks,US,---
2657794,ODC,Oil-Dri Corp. of America,162617,"$10,960,385.80 ",0.000797232,Household Products,US,---
